year,breakdown_id,run_type,bus_no,route,reason,occurred_on_yr,occurred_on_month,occurred_on_day,occurred_on_time,created_on,boro,company,delay_est,passengers,schools_notified,parents_notified,opt_notified,opt_notified_on,updated_on,breakdown,school_age
2018,1460248,General Ed AM Run,2025,Q2541,Mechanical Problem,2018,9,17,7:20:00,20180917,Queens,LORISSA BUS SERVICE INC.,,0,Yes,No,No,2018-09-17T07:28:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1464944,Special Ed PM Run,GC0151,M075,Heavy Traffic,2018,9,27,14:40:00,20180927,Manhattan,G.V.C. LTD. (B2192),31-45 Min,0,Yes,No,No,2018-09-27T14:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473484,Special Ed AM Run,5889D,Q210,Mechanical Problem,2018,10,18,7:05:00,20181018,Queens,"LORINDA ENTERPRISES, LTD.",31-45 Min,0,Yes,Yes,No,2018-10-18T08:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473485,Special Ed AM Run,1446,M903,Heavy Traffic,2018,10,18,8:13:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T08:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473487,Special Ed AM Run,1818,L007,Heavy Traffic,2018,10,18,8:15:00,20181018,Brooklyn,B & F SKILLED INC.(B2192),0-15 Min,3,Yes,Yes,No,2018-10-18T08:16:00.000,2018-10-18T14:19:20.000,FALSE,School-Age
2018,1473488,Special Ed AM Run,1186,L652,Heavy Traffic,2018,10,18,8:15:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,5,Yes,Yes,Yes,2018-10-18T08:16:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473490,Special Ed AM Run,420,M805,Heavy Traffic,2018,10,18,8:00:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,8,Yes,Yes,No,2018-10-18T08:17:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473491,Special Ed AM Run,1713,L620,Heavy Traffic,2018,10,18,8:16:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,1,No,No,No,2018-10-18T08:17:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473493,Special Ed AM Run,198D,P638,Other,2018,10,18,7:45:00,20181018,Queens,LOGAN BUS COMPANY INC.,31-45 Min,0,Yes,Yes,No,2018-10-18T08:17:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473494,Special Ed AM Run,117,L074,Heavy Traffic,2018,10,18,8:16:00,20181018,Brooklyn,B & F SKILLED INC.(B2192),0-15 Min,3,Yes,Yes,No,2018-10-18T08:17:00.000,2018-10-18T14:19:39.000,FALSE,School-Age
2018,1473495,Special Ed AM Run,1713,L620,Heavy Traffic,2018,10,18,8:17:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,1,Yes,Yes,Yes,2018-10-18T08:18:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1456791,Special Ed AM Run,369,Y988,Heavy Traffic,2018,9,5,7:59:00,20180905,Bronx,PRIDE TRANSPORTATION (SCH AGE),46-60 Min,2,Yes,No,No,2018-09-05T08:16:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473497,Special Ed AM Run,4430,R658,Heavy Traffic,2018,10,18,8:18:00,20181018,Staten Island,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,4,Yes,Yes,Yes,2018-10-18T08:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473498,Special Ed AM Run,1224,N784,Flat Tire,2018,10,18,8:18:00,20181018,Nassau County,"THOMAS BUSES, INC. (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-18T08:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473499,Special Ed AM Run,3625,K573,Heavy Traffic,2018,10,18,8:19:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-18T08:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473500,Special Ed AM Run,GT1460,Y726,Mechanical Problem,2018,10,18,8:19:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",46-60 Min,3,Yes,Yes,Yes,2018-10-18T08:20:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473501,Special Ed AM Run,3112,K062,Other,2018,10,18,7:00:00,20181018,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",61-90 Min,0,No,No,No,2018-10-18T08:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473502,General Ed AM Run,2116,X2047,Heavy Traffic,2018,10,18,7:32:00,20181018,Bronx,"GRANDPA`S BUS CO., INC.",16-30 Min,0,No,No,No,2018-10-18T08:24:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473503,Special Ed AM Run,8835D,L364,Other,2018,10,18,7:00:00,20181018,Brooklyn,"LORINDA ENTERPRISES, LTD.",31-45 Min,0,Yes,Yes,No,2018-10-18T08:26:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1457303,Pre-K/EI,2712,CK/GB5,Heavy Traffic,2018,9,6,8:12:00,20180906,Bronx,SELBY TRANSPORTATION,61-90 Min,4,Yes,Yes,No,2018-09-06T08:13:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1458788,Special Ed PM Run,2441,R694,Mechanical Problem,2018,9,12,15:03:00,20180912,Staten Island,"RELIANT TRANSPORTATION, INC (B2321)",,6,Yes,No,Yes,2018-09-12T15:05:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473504,General Ed AM Run,21780,M1082,Heavy Traffic,2018,10,18,8:20:00,20181018,Manhattan,SNT BUS INC,0-15 Min,1,Yes,No,No,2018-10-18T08:26:00.000,2018-10-18T08:31:28.000,FALSE,School-Age
2018,1465819,Special Ed PM Run,2015,M130,Mechanical Problem,2018,9,28,15:30:00,20180928,Manhattan,PRIDE TRANSPORTATION (SCH AGE),,4,Yes,Yes,Yes,2018-09-28T16:04:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473505,Pre-K/EI,9355,10,Heavy Traffic,2018,10,18,8:27:00,20181018,Bronx,"G.V.C., LTD.",16-30 Min,0,Yes,Yes,No,2018-10-18T08:28:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473506,Special Ed AM Run,1134,L343,Heavy Traffic,2018,10,18,8:27:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-18T08:29:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473507,Special Ed AM Run,1314,M789,Heavy Traffic,2018,10,18,8:16:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T08:29:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473508,Special Ed AM Run,87053,L076,Heavy Traffic,2018,10,18,8:20:00,20181018,Manhattan,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-18T08:30:00.000,2018-10-18T08:31:31.000,FALSE,School-Age
2018,1473509,Special Ed AM Run,405D,L364,Heavy Traffic,2018,10,18,7:30:00,20181018,Queens,"LORINDA ENTERPRISES, LTD.",31-45 Min,0,No,Yes,No,2018-10-18T08:31:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473510,Special Ed AM Run,5714D,X623,Problem Run,2018,10,18,7:50:00,20181018,Bronx,LITTLE LISA BUS CO. INC.,31-45 Min,7,Yes,No,No,2018-10-18T08:31:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473511,Special Ed AM Run,427,K265,Heavy Traffic,2018,10,18,8:23:00,20181018,Brooklyn,L & M BUS CORP. (B2192),31-45 Min,7,Yes,Yes,No,2018-10-18T08:31:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473515,Special Ed AM Run,1700,M932,Heavy Traffic,2018,10,18,8:41:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T08:42:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473516,Special Ed AM Run,403,Q765,Mechanical Problem,2018,10,18,7:00:00,20181018,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,No,No,2018-10-18T08:43:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473518,Special Ed AM Run,5097,J790,Heavy Traffic,2018,10,18,8:46:00,20181018,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,1,Yes,Yes,Yes,2018-10-18T08:47:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473519,Special Ed AM Run,1332,M838,Heavy Traffic,2018,10,18,8:47:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T08:48:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473520,Special Ed AM Run,GC0064,X941,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,G.V.C. LTD. (B2192),31-45 Min,5,Yes,Yes,No,2018-10-18T08:48:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473522,Pre-K/EI,9306,1A,Heavy Traffic,2018,10,18,8:53:00,20181018,Bronx,"G.V.C., LTD.",31-45 Min,2,No,No,No,2018-10-18T08:55:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473523,Pre-K/EI,418,2,Heavy Traffic,2018,10,18,8:54:00,20181018,Bronx,"G.V.C., LTD.",31-45 Min,1,No,No,No,2018-10-18T08:56:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473524,Special Ed AM Run,1604,J501,Heavy Traffic,2018,10,18,8:54:00,20181018,New Jersey,"THOMAS BUSES, INC. (B2321)",16-30 Min,2,Yes,Yes,Yes,2018-10-18T08:56:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1469722,Special Ed PM Run,1479,M665,Heavy Traffic,2018,10,10,13:34:00,20181010,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-10T13:35:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473525,Pre-K/EI,129,14A,Heavy Traffic,2018,10,18,8:57:00,20181018,Bronx,"G.V.C., LTD.",31-45 Min,1,No,No,No,2018-10-18T08:58:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473526,Special Ed AM Run,933,K278,Other,2018,10,18,9:08:00,20181018,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",46-60 Min,0,Yes,No,No,2018-10-18T09:10:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473527,Special Ed AM Run,4034,K047,Mechanical Problem,2018,10,18,9:19:00,20181018,Brooklyn,L & M BUS CORP. (B2192),,0,Yes,Yes,No,2018-10-18T09:22:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473528,Special Ed Field Trip,1136,X053,Heavy Traffic,2018,10,18,9:14:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-10-18T09:24:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473529,General Ed AM Run,2588,X2058,Won`t Start,2018,10,18,9:00:00,20181018,Bronx,BOBBY`S BUS CO. INC.,,0,Yes,Yes,No,2018-10-18T09:24:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1466040,Special Ed AM Run,16386,X313,Heavy Traffic,2018,10,1,7:06:00,20181001,Bronx,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-01T07:17:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1466967,General Ed AM Run,29998,X8540,Mechanical Problem,2018,10,3,6:30:00,20181003,Bronx,SNT BUS INC,61-90 Min,0,Yes,No,No,2018-10-03T06:49:00.000,2018-10-03T06:53:42.000,FALSE,School-Age
2018,1468010,Special Ed PM Run,1402,M943,Heavy Traffic,2018,10,4,14:18:00,20181004,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-04T14:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458789,Special Ed PM Run,5306,K123,Problem Run,2018,9,12,15:06:00,20180912,Brooklyn,JOFAZ TRANSPORTATION INC.,31-45 Min,0,No,No,No,2018-09-12T15:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1460258,Special Ed AM Run,3405,K004,Won`t Start,2018,9,17,6:30:00,20180917,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",,0,No,No,No,2018-09-17T07:31:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473530,Special Ed AM Run,8134,Y959,Heavy Traffic,2018,10,18,7:39:00,20181018,Bronx,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,10,Yes,Yes,No,2018-10-18T09:43:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473531,Special Ed AM Run,422,M164,Other,2018,10,18,7:54:00,20181018,Manhattan,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,9,Yes,Yes,No,2018-10-18T09:56:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473532,Special Ed AM Run,409,P663,Heavy Traffic,2018,10,18,7:56:00,20181018,Queens,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,5,Yes,Yes,No,2018-10-18T09:57:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1457889,Special Ed AM Run,1644,M992,Heavy Traffic,2018,9,7,8:14:00,20180907,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,5,Yes,Yes,No,2018-09-07T08:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1460393,Special Ed AM Run,1176,K468,Heavy Traffic,2018,9,17,7:54:00,20180917,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-09-17T07:56:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1464527,Special Ed AM Run,1628,M876,Heavy Traffic,2018,9,27,6:45:00,20180927,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2018-09-27T06:46:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1467222,Pre-K/EI,2604,MN1,Heavy Traffic,2018,10,3,7:15:00,20181003,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,11,Yes,Yes,No,2018-10-03T07:53:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1458797,General Ed AM Run,254,X9052,Other,2018,9,12,3:36:00,20180912,Bronx,"GRANDPA`S BUS CO., INC.",,4,Yes,No,No,2018-09-12T15:41:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473534,Special Ed AM Run,16159,Q200,Heavy Traffic,2018,10,18,8:00:00,20181018,Queens,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,8,Yes,Yes,No,2018-10-18T10:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473535,Special Ed AM Run,9020,M805,Problem Run,2018,10,18,7:56:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),61-90 Min,4,Yes,Yes,No,2018-10-18T10:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473536,General Ed AM Run,24507,M1297,Mechanical Problem,2018,10,18,10:10:00,20181018,Manhattan,SNT BUS INC,,28,No,No,No,2018-10-18T10:17:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473537,Special Ed AM Run,9032,K122,Heavy Traffic,2018,10,18,7:59:00,20181018,Brooklyn,L & M BUS CORP. (B2192),61-90 Min,8,Yes,Yes,No,2018-10-18T10:18:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473538,Special Ed AM Run,427,K265,Heavy Traffic,2018,10,18,7:48:00,20181018,Brooklyn,L & M BUS CORP. (B2192),61-90 Min,7,Yes,Yes,No,2018-10-18T10:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473539,Special Ed AM Run,308,K255,Problem Run,2018,10,18,7:49:00,20181018,Brooklyn,L & M BUS CORP. (B2192),61-90 Min,8,Yes,Yes,No,2018-10-18T10:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473540,Special Ed AM Run,4108,K242,Mechanical Problem,2018,10,18,10:28:00,20181018,Brooklyn,L & M BUS CORP. (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T10:29:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473542,Special Ed AM Run,338,M632,Heavy Traffic,2018,10,18,7:37:00,20181018,Manhattan,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,6,Yes,Yes,No,2018-10-18T10:38:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456862,Special Ed PM Run,3063,X457,Won`t Start,2018,9,5,12:45:00,20180905,Bronx,PRIDE TRANSPORTATION (SCH AGE),,0,No,No,No,2018-09-05T12:51:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473543,Special Ed PM Run,1327,M135,Accident,2018,10,18,13:03:00,20181018,Manhattan,FIRST STEPS TRANS INC. (B2192),61-90 Min,0,Yes,Yes,Yes,2018-10-18T13:05:00.000,2018-10-18T14:52:50.000,FALSE,School-Age
2018,1473546,Special Ed PM Run,1803,M049,Heavy Traffic,2018,10,18,13:20:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:20:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473547,Special Ed PM Run,1801,M179,Heavy Traffic,2018,10,18,13:20:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473548,Special Ed PM Run,1631,M187,Heavy Traffic,2018,10,18,13:21:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473549,Special Ed PM Run,1107,M261,Heavy Traffic,2018,10,18,13:21:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:22:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473550,Special Ed PM Run,1109,M262,Heavy Traffic,2018,10,18,13:24:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:24:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457333,Special Ed AM Run,464,Q705,Other,2018,9,6,8:26:00,20180906,Queens,LITTLE RICHIE BUS SERVICE,16-30 Min,0,Yes,Yes,No,2018-09-06T08:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458799,Special Ed PM Run,4455D,Q705,Other,2018,9,12,15:44:00,20180912,Queens,LITTLE RICHIE BUS SERVICE,,6,Yes,Yes,No,2018-09-12T15:46:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1470607,Special Ed AM Run,41303,K299,Weather Conditions,2018,10,12,6:50:00,20181012,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,5,Yes,Yes,No,2018-10-12T06:52:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473551,Special Ed PM Run,1318,M326,Heavy Traffic,2018,10,18,13:24:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473552,Special Ed PM Run,1236,M335,Heavy Traffic,2018,10,18,13:25:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473553,Special Ed PM Run,1386,M447,Heavy Traffic,2018,10,18,13:26:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1462493,Special Ed PM Run,1373,M482,Heavy Traffic,2018,9,21,14:08:00,20180921,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-09-21T14:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1468323,Special Ed AM Run,21104,K170,Heavy Traffic,2018,10,5,7:30:00,20181005,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,7,Yes,Yes,No,2018-10-05T07:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1468366,Pre-K/EI,337,1,Heavy Traffic,2018,10,5,7:54:00,20181005,Bronx,"G.V.C., LTD.",31-45 Min,7,No,No,No,2018-10-05T07:55:00.000,2019-04-26T11:49:12.000,FALSE,Pre-K
2018,1473554,Special Ed PM Run,1809,M505,Heavy Traffic,2018,10,18,13:27:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473557,Special Ed PM Run,1454,M545,Heavy Traffic,2018,10,18,13:36:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T13:36:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
